x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.4790164530277252,0.7861761450767517,-7.304608971026028e-07,0.6081814169883728,0.7050470113754272,-0.029363101348280907,0.6820069551467896,0.5685924291610718,-0.029721003025770187,0.7002699971199036,0.448702871799469,-0.030796948820352554,0.7117223143577576,0.3640420734882355,-0.0218785610049963,0.6193106770515442,0.4872197210788727,0.007372153922915459,0.6337692737579346,0.42253270745277405,-0.03428274765610695,0.6229550242424011,0.5200791954994202,-0.05268154665827751,0.6143597364425659,0.5363423228263855,-0.06135314330458641,0.541057825088501,0.48444005846977234,0.004382147919386625,0.5479792952537537,0.4258432388305664,-0.037043556571006775,0.5495738387107849,0.533865213394165,-0.039280183613300323,0.5408968329429626,0.5404152870178223,-0.0340934619307518,0.46354907751083374,0.49774569272994995,-0.008153513073921204,0.46856001019477844,0.4362483620643616,-0.055486176162958145,0.4813286364078522,0.5392710566520691,-0.02952846884727478,0.4765608310699463,0.5552123188972473,-0.002885156776756048,0.38178393244743347,0.5175288915634155,-0.023295756429433823,0.3907299339771271,0.47417157888412476,-0.04648914560675621,0.4114946722984314,0.5404735207557678,-0.020212672650814056,0.41018372774124146,0.5604522228240967,0.004909798502922058,A-samples
0.4790164530277252,0.7861761450767517,-7.304608971026028e-07,0.6081814169883728,0.7050470113754272,-0.029363101348280907,0.6820069551467896,0.5685924291610718,-0.029721003025770187,0.7002699971199036,0.448702871799469,-0.030796948820352554,0.7117223143577576,0.3640420734882355,-0.0218785610049963,0.6193106770515442,0.4872197210788727,0.007372153922915459,0.6337692737579346,0.42253270745277405,-0.03428274765610695,0.6229550242424011,0.5200791954994202,-0.05268154665827751,0.6143597364425659,0.5363423228263855,-0.06135314330458641,0.541057825088501,0.48444005846977234,0.004382147919386625,0.5479792952537537,0.4258432388305664,-0.037043556571006775,0.5495738387107849,0.533865213394165,-0.039280183613300323,0.5408968329429626,0.5404152870178223,-0.0340934619307518,0.46354907751083374,0.49774569272994995,-0.008153513073921204,0.46856001019477844,0.4362483620643616,-0.055486176162958145,0.4813286364078522,0.5392710566520691,-0.02952846884727478,0.4765608310699463,0.5552123188972473,-0.002885156776756048,0.38178393244743347,0.5175288915634155,-0.023295756429433823,0.3907299339771271,0.47417157888412476,-0.04648914560675621,0.4114946722984314,0.5404735207557678,-0.020212672650814056,0.41018372774124146,0.5604522228240967,0.004909798502922058,A-samples
0.3571634888648987,0.9367870092391968,-6.453582841459138e-07,0.46783390641212463,0.8391733169555664,-0.02257680520415306,0.5177693367004395,0.7070786356925964,-0.023211132735013962,0.5165660381317139,0.5946279168128967,-0.027321089059114456,0.5174230933189392,0.5119216442108154,-0.02453935146331787,0.44727012515068054,0.6394699811935425,0.019324179738759995,0.44285792112350464,0.5749393701553345,-0.022532127797603607,0.4460020065307617,0.6552261114120483,-0.048002444207668304,0.45014694333076477,0.6909590363502502,-0.05938277766108513,0.377103328704834,0.6496485471725464,0.0136263994500041,0.3642495274543762,0.5877224206924438,-0.030098678544163704,0.37739062309265137,0.6789363622665405,-0.04270077869296074,0.37994977831840515,0.7102985978126526,-0.0424128994345665,0.310335636138916,0.670976459980011,-0.0008538216352462769,0.297033429145813,0.6137754321098328,-0.047517698258161545,0.3199276328086853,0.6994989514350891,-0.031723082065582275,0.32725176215171814,0.7320725321769714,-0.00988700520247221,0.24078093469142914,0.699766218662262,-0.017584683373570442,0.2361425906419754,0.6503786444664001,-0.04252460226416588,0.26136499643325806,0.7089428901672363,-0.02222149632871151,0.2694796025753021,0.7406808733940125,0.00024383477284573019,A-samples
0.5456082820892334,0.9553225040435791,-1.0998743391610333e-06,0.7076537013053894,0.8926900625228882,-0.03642268851399422,0.8216558694839478,0.7516675591468811,-0.035529740154743195,0.8492900133132935,0.6001259088516235,-0.035116713494062424,0.871328592300415,0.4986705780029297,-0.02015368640422821,0.7570124268531799,0.6399068832397461,0.012251148000359535,0.77484130859375,0.5470861196517944,-0.03921341896057129,0.748969554901123,0.6610145568847656,-0.053304415196180344,0.7451416850090027,0.6825739145278931,-0.056757017970085144,0.6606238484382629,0.624052882194519,0.010555088520050049,0.6718750596046448,0.5513351559638977,-0.041034575551748276,0.6577882766723633,0.6856253743171692,-0.03654881566762924,0.6552718877792358,0.6805015802383423,-0.024482175707817078,0.5646398663520813,0.6268003582954407,-0.004184780176728964,0.5755227208137512,0.546515941619873,-0.06831378489732742,0.5730798244476318,0.6779913902282715,-0.03346794843673706,0.5689594149589539,0.6848703026771545,0.002192398766055703,0.4613966941833496,0.635793149471283,-0.021744422614574432,0.48095566034317017,0.578641414642334,-0.05513156205415726,0.4898409843444824,0.6675912737846375,-0.02421291545033455,0.48093801736831665,0.6851170659065247,0.005939618684351444,A-samples
0.3571634888648987,0.9367870092391968,-6.453582841459138e-07,0.46783390641212463,0.8391733169555664,-0.02257680520415306,0.5177693367004395,0.7070786356925964,-0.023211132735013962,0.5165660381317139,0.5946279168128967,-0.027321089059114456,0.5174230933189392,0.5119216442108154,-0.02453935146331787,0.44727012515068054,0.6394699811935425,0.019324179738759995,0.44285792112350464,0.5749393701553345,-0.022532127797603607,0.4460020065307617,0.6552261114120483,-0.048002444207668304,0.45014694333076477,0.6909590363502502,-0.05938277766108513,0.377103328704834,0.6496485471725464,0.0136263994500041,0.3642495274543762,0.5877224206924438,-0.030098678544163704,0.37739062309265137,0.6789363622665405,-0.04270077869296074,0.37994977831840515,0.7102985978126526,-0.0424128994345665,0.310335636138916,0.670976459980011,-0.0008538216352462769,0.297033429145813,0.6137754321098328,-0.047517698258161545,0.3199276328086853,0.6994989514350891,-0.031723082065582275,0.32725176215171814,0.7320725321769714,-0.00988700520247221,0.24078093469142914,0.699766218662262,-0.017584683373570442,0.2361425906419754,0.6503786444664001,-0.04252460226416588,0.26136499643325806,0.7089428901672363,-0.02222149632871151,0.2694796025753021,0.7406808733940125,0.00024383477284573019,A-samples
0.4569617807865143,0.9045313000679016,-7.133745612009079e-07,0.5746159553527832,0.8089842200279236,-0.02919674851000309,0.6307960152626038,0.6736653447151184,-0.03046589531004429,0.6315501928329468,0.5583479404449463,-0.034007325768470764,0.6322736144065857,0.4723144471645355,-0.02825658954679966,0.5638645887374878,0.6027904152870178,0.014792943373322487,0.5689563751220703,0.537062406539917,-0.029765499755740166,0.5679937601089478,0.6292573809623718,-0.0506194606423378,0.5662217140197754,0.6528530120849609,-0.0590071827173233,0.4887733459472656,0.6096112132072449,0.011676447466015816,0.4880096912384033,0.5550495386123657,-0.034756336361169815,0.4979063868522644,0.6536114811897278,-0.041359055787324905,0.4944722354412079,0.6682246327400208,-0.03653693199157715,0.4151322543621063,0.6295328736305237,-0.0017580754356458783,0.4134390950202942,0.5758008360862732,-0.05292413383722305,0.4339349865913391,0.6698985695838928,-0.031093763187527657,0.4348217844963074,0.6901395320892334,-0.004781653173267841,0.337787389755249,0.6570743322372437,-0.017945267260074615,0.34546583890914917,0.6178094744682312,-0.043930601328611374,0.37032559514045715,0.6802504062652588,-0.020677857100963593,0.3727865517139435,0.7029350399971008,0.0040240054950118065,A-samples
0.4569617807865143,0.9045313000679016,-7.133745612009079e-07,0.5746159553527832,0.8089842200279236,-0.02919674851000309,0.6307960152626038,0.6736653447151184,-0.03046589531004429,0.6315501928329468,0.5583479404449463,-0.034007325768470764,0.6322736144065857,0.4723144471645355,-0.02825658954679966,0.5638645887374878,0.6027904152870178,0.014792943373322487,0.5689563751220703,0.537062406539917,-0.029765499755740166,0.5679937601089478,0.6292573809623718,-0.0506194606423378,0.5662217140197754,0.6528530120849609,-0.0590071827173233,0.4887733459472656,0.6096112132072449,0.011676447466015816,0.4880096912384033,0.5550495386123657,-0.034756336361169815,0.4979063868522644,0.6536114811897278,-0.041359055787324905,0.4944722354412079,0.6682246327400208,-0.03653693199157715,0.4151322543621063,0.6295328736305237,-0.0017580754356458783,0.4134390950202942,0.5758008360862732,-0.05292413383722305,0.4339349865913391,0.6698985695838928,-0.031093763187527657,0.4348217844963074,0.6901395320892334,-0.004781653173267841,0.337787389755249,0.6570743322372437,-0.017945267260074615,0.34546583890914917,0.6178094744682312,-0.043930601328611374,0.37032559514045715,0.6802504062652588,-0.020677857100963593,0.3727865517139435,0.7029350399971008,0.0040240054950118065,A-samples
0.4665360152721405,0.8965398073196411,-6.825367222518253e-07,0.5847771167755127,0.802765429019928,-0.024766357615590096,0.6429949998855591,0.6625502109527588,-0.024485500529408455,0.6486914157867432,0.5458848476409912,-0.027038337662816048,0.6484476327896118,0.4573678970336914,-0.021884484216570854,0.569453775882721,0.5907109975814819,0.014195505529642105,0.5835824608802795,0.5284408330917358,-0.027375809848308563,0.582176685333252,0.6183456182479858,-0.049946773797273636,0.5761836171150208,0.6462887525558472,-0.06052220240235329,0.4961290955543518,0.5966637134552002,0.009121501818299294,0.5035011768341064,0.5442606210708618,-0.032262686640024185,0.513174831867218,0.6421418190002441,-0.040096186101436615,0.5071834921836853,0.6632183790206909,-0.038330577313899994,0.42227470874786377,0.6173914074897766,-0.005192878656089306,0.4281759262084961,0.5643081068992615,-0.05217510461807251,0.44937843084335327,0.6587027311325073,-0.031388066709041595,0.4466126263141632,0.6865509748458862,-0.0077740284614264965,0.34365296363830566,0.64643794298172,-0.021817641332745552,0.35950228571891785,0.6046610474586487,-0.04659195989370346,0.38384950160980225,0.6687106490135193,-0.023147903382778168,0.38219305872917175,0.6965184807777405,0.0004667172906920314,A-samples
0.47040846943855286,0.6297507286071777,-6.587778216271545e-07,0.5899474620819092,0.5492745637893677,-0.021705592051148415,0.6605368852615356,0.4271377623081207,-0.022825874388217926,0.6742266416549683,0.3143194317817688,-0.027108989655971527,0.6804995536804199,0.23022490739822388,-0.02265104651451111,0.601466178894043,0.3483268916606903,0.014773912727832794,0.611729085445404,0.2742420434951782,-0.026866525411605835,0.6072869896888733,0.3674710988998413,-0.04432918503880501,0.6033692359924316,0.3942498564720154,-0.049879781901836395,0.5279002785682678,0.34686222672462463,0.009525175206363201,0.5345912575721741,0.28656458854675293,-0.029558463022112846,0.5361970663070679,0.3873804807662964,-0.031147753819823265,0.5299779176712036,0.40050897002220154,-0.024378610774874687,0.45327267050743103,0.3597973585128784,-0.004847454838454723,0.4610986113548279,0.29640379548072815,-0.04891083389520645,0.4727010726928711,0.3931984305381775,-0.022834716364741325,0.46928924322128296,0.4138573110103607,0.004426241386681795,0.37202590703964233,0.37870389223098755,-0.0213101077824831,0.3861967921257019,0.3352549970149994,-0.04058079421520233,0.40460628271102905,0.39902955293655396,-0.01347255427390337,0.40097200870513916,0.4209502339363098,0.01249122153967619,A-samples
0.46962255239486694,0.6260115504264832,-5.825359608024883e-07,0.5888657569885254,0.5384951829910278,-0.02089516818523407,0.6555408239364624,0.41936707496643066,-0.02167743258178234,0.6699924468994141,0.310089647769928,-0.026892324909567833,0.6725462675094604,0.22236423194408417,-0.02560480125248432,0.5956299304962158,0.345491886138916,0.022284921258687973,0.6040093898773193,0.2725500464439392,-0.020969605073332787,0.6016582250595093,0.3519129157066345,-0.043567363172769547,0.5979533791542053,0.38870349526405334,-0.050754934549331665,0.5232557654380798,0.3461945354938507,0.01685878075659275,0.527623176574707,0.2822989821434021,-0.024751177057623863,0.5303683280944824,0.37651267647743225,-0.032693762332201004,0.5258578062057495,0.40384748578071594,-0.02831500582396984,0.44866520166397095,0.3592078387737274,0.0019716876558959484,0.45593321323394775,0.293842077255249,-0.045163147151470184,0.4668312072753906,0.38449880480766296,-0.025694917887449265,0.46407169103622437,0.41514986753463745,-0.0001665660529397428,0.36670467257499695,0.3794284164905548,-0.014713537879288197,0.38381046056747437,0.3251079022884369,-0.0377456471323967,0.40188026428222656,0.3870629668235779,-0.013266200199723244,0.3987002372741699,0.41771116852760315,0.012773034162819386,A-samples
